solution,guesses,feedback
pseud,"['soupy', 'putts', 'pseud']","[['present', 'absent', 'present', 'present', 'absent'], ['correct', 'present', 'absent', 'absent', 'present'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
seest,"['clogs', 'weest', 'seest']","[['absent', 'absent', 'absent', 'absent', 'present'], ['absent', 'correct', 'correct', 'correct', 'correct'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
divas,"['rimes', 'zincs', 'hills', 'jiffs', 'gigas', 'kivas']","[['absent', 'correct', 'absent', 'absent', 'correct'], ['absent', 'correct', 'absent', 'absent', 'correct'], ['absent', 'correct', 'absent', 'absent', 'correct'], ['absent', 'correct', 'absent', 'absent', 'correct'], ['absent', 'correct', 'absent', 'correct', 'correct'], ['absent', 'correct', 'correct', 'correct', 'correct']]"
trail,"['chive', 'gipsy', 'droid', 'trail']","[['absent', 'absent', 'present', 'absent', 'absent'], ['absent', 'present', 'absent', 'absent', 'absent'], ['absent', 'correct', 'absent', 'correct', 'absent'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
holly,"['plots', 'folia', 'moldy', 'golly', 'holly']","[['absent', 'present', 'present', 'absent', 'absent'], ['absent', 'correct', 'correct', 'absent', 'absent'], ['absent', 'correct', 'correct', 'absent', 'correct'], ['absent', 'correct', 'correct', 'correct', 'correct'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
rhyme,"['wafts', 'crone', 'merge', 'eyrie', 'rhyme']","[['absent', 'absent', 'absent', 'absent', 'absent'], ['absent', 'present', 'absent', 'absent', 'correct'], ['present', 'absent', 'present', 'absent', 'correct'], ['absent', 'present', 'present', 'absent', 'correct'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
fella,"['fries', 'fugue', 'fleck', 'felon', 'fella']","[['correct', 'absent', 'absent', 'present', 'absent'], ['correct', 'absent', 'absent', 'absent', 'present'], ['correct', 'present', 'present', 'absent', 'absent'], ['correct', 'correct', 'correct', 'absent', 'absent'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
coupe,"['sperm', 'tuple', 'pique', 'coupe']","[['absent', 'present', 'present', 'absent', 'absent'], ['absent', 'present', 'present', 'absent', 'correct'], ['present', 'absent', 'absent', 'present', 'correct'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
turfs,"['hotel', 'smart', 'trips', 'turns', 'turfs']","[['absent', 'absent', 'present', 'absent', 'absent'], ['present', 'absent', 'absent', 'present', 'present'], ['correct', 'present', 'absent', 'absent', 'correct'], ['correct', 'correct', 'correct', 'absent', 'correct'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
homos,"['palls', 'foods', 'hoers', 'hobos', 'homos']","[['absent', 'absent', 'absent', 'absent', 'correct'], ['absent', 'correct', 'present', 'absent', 'correct'], ['correct', 'correct', 'absent', 'absent', 'correct'], ['correct', 'correct', 'absent', 'correct', 'correct'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
usual,"['shows', 'damps', 'outer', 'fugal', 'promo', 'whizz']","[['present', 'absent', 'absent', 'absent', 'absent'], ['absent', 'present', 'absent', 'absent', 'present'], ['absent', 'present', 'absent', 'absent', 'absent'], ['absent', 'present', 'absent', 'correct', 'correct'], ['absent', 'absent', 'absent', 'absent', 'absent'], ['absent', 'absent', 'absent', 'absent', 'absent']]"
bagel,"['ivory', 'damps', 'taunt', 'cabal', 'babel', 'cache']","[['absent', 'absent', 'absent', 'absent', 'absent'], ['absent', 'correct', 'absent', 'absent', 'absent'], ['absent', 'correct', 'absent', 'absent', 'absent'], ['absent', 'correct', 'present', 'absent', 'correct'], ['correct', 'correct', 'absent', 'correct', 'correct'], ['absent', 'correct', 'absent', 'absent', 'present']]"
mills,"['boggy', 'tends', 'humus', 'marks', 'miffs', 'mills']","[['absent', 'absent', 'absent', 'absent', 'absent'], ['absent', 'absent', 'absent', 'absent', 'correct'], ['absent', 'absent', 'present', 'absent', 'correct'], ['correct', 'absent', 'absent', 'absent', 'correct'], ['correct', 'correct', 'absent', 'absent', 'correct'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
ganef,"['hound', 'nifty', 'snarf', 'kenaf', 'ganef']","[['absent', 'absent', 'absent', 'present', 'absent'], ['present', 'absent', 'present', 'absent', 'absent'], ['absent', 'present', 'present', 'absent', 'correct'], ['absent', 'present', 'correct', 'present', 'correct'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
kelpy,"['alter', 'bilge', 'welsh', 'felon', 'kelpy']","[['absent', 'present', 'absent', 'present', 'absent'], ['absent', 'absent', 'correct', 'absent', 'present'], ['absent', 'correct', 'correct', 'absent', 'absent'], ['absent', 'correct', 'correct', 'absent', 'absent'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
peeks,"['times', 'weans', 'seeps', 'hells', 'keeps', 'seeks']","[['absent', 'absent', 'absent', 'present', 'correct'], ['absent', 'correct', 'absent', 'absent', 'correct'], ['absent', 'correct', 'correct', 'present', 'correct'], ['absent', 'correct', 'absent', 'absent', 'correct'], ['present', 'correct', 'correct', 'present', 'correct'], ['absent', 'correct', 'correct', 'correct', 'correct']]"
kales,"['lying', 'tubal', 'whale', 'alder', 'sales', 'vales']","[['present', 'absent', 'absent', 'absent', 'absent'], ['absent', 'absent', 'absent', 'present', 'present'], ['absent', 'absent', 'present', 'present', 'present'], ['present', 'present', 'absent', 'correct', 'absent'], ['absent', 'correct', 'correct', 'correct', 'correct'], ['absent', 'correct', 'correct', 'correct', 'correct']]"
hales,"['final', 'amply', 'laker', 'vales', 'gales', 'tales']","[['absent', 'absent', 'absent', 'present', 'present'], ['present', 'absent', 'absent', 'present', 'absent'], ['present', 'correct', 'absent', 'correct', 'absent'], ['absent', 'correct', 'correct', 'correct', 'correct'], ['absent', 'correct', 'correct', 'correct', 'correct'], ['absent', 'correct', 'correct', 'correct', 'correct']]"
capon,"['toked', 'chows', 'campo', 'capon']","[['absent', 'present', 'absent', 'absent', 'absent'], ['correct', 'absent', 'present', 'absent', 'absent'], ['correct', 'correct', 'absent', 'present', 'present'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
gauze,"['towns', 'alley', 'rebar', 'image', 'gaffe', 'gauze']","[['absent', 'absent', 'absent', 'absent', 'absent'], ['present', 'absent', 'absent', 'present', 'absent'], ['absent', 'present', 'absent', 'present', 'absent'], ['absent', 'absent', 'present', 'present', 'correct'], ['correct', 'correct', 'absent', 'absent', 'correct'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
filer,"['blitz', 'grail', 'livre', 'filer']","[['absent', 'present', 'present', 'absent', 'absent'], ['absent', 'present', 'absent', 'present', 'present'], ['present', 'correct', 'absent', 'present', 'present'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
rutty,"['pawer', 'drift', 'strum', 'runty', 'rutty']","[['absent', 'absent', 'absent', 'absent', 'present'], ['absent', 'present', 'absent', 'absent', 'present'], ['absent', 'present', 'present', 'present', 'absent'], ['correct', 'correct', 'absent', 'correct', 'correct'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
aught,"['wefts', 'blunt', 'quirt', 'ought', 'aught']","[['absent', 'absent', 'absent', 'present', 'absent'], ['absent', 'absent', 'present', 'absent', 'correct'], ['absent', 'correct', 'absent', 'absent', 'correct'], ['absent', 'correct', 'correct', 'correct', 'correct'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
trans,"['spoor', 'curls', 'frats', 'trays', 'trans']","[['present', 'absent', 'absent', 'absent', 'present'], ['absent', 'absent', 'present', 'absent', 'correct'], ['absent', 'correct', 'correct', 'present', 'correct'], ['correct', 'correct', 'correct', 'absent', 'correct'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
ether,"['franc', 'outer', 'steer', 'ether']","[['absent', 'present', 'absent', 'absent', 'absent'], ['absent', 'absent', 'present', 'correct', 'correct'], ['absent', 'correct', 'present', 'correct', 'correct'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
roads,"['mulls', 'fasts', 'yores', 'eyers', 'boars', 'knobs']","[['absent', 'absent', 'absent', 'absent', 'correct'], ['absent', 'present', 'absent', 'absent', 'correct'], ['absent', 'correct', 'present', 'absent', 'correct'], ['absent', 'absent', 'absent', 'present', 'correct'], ['absent', 'correct', 'correct', 'present', 'correct'], ['absent', 'absent', 'present', 'absent', 'correct']]"
pined,"['preps', 'damps', 'outer', 'filer', 'whizz', 'abbey']","[['correct', 'absent', 'present', 'absent', 'absent'], ['present', 'absent', 'absent', 'present', 'absent'], ['absent', 'absent', 'absent', 'correct', 'absent'], ['absent', 'correct', 'absent', 'correct', 'absent'], ['absent', 'absent', 'present', 'absent', 'absent'], ['absent', 'absent', 'absent', 'correct', 'absent']]"
tools,"['buffs', 'loots', 'tools']","[['absent', 'absent', 'absent', 'absent', 'correct'], ['present', 'correct', 'correct', 'present', 'correct'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
shout,"['bonds', 'smote', 'spout', 'shout']","[['absent', 'present', 'absent', 'absent', 'present'], ['correct', 'absent', 'correct', 'present', 'absent'], ['correct', 'absent', 'correct', 'correct', 'correct'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
foxes,"['trans', 'films', 'foods', 'fucks', 'feces', 'foxes']","[['absent', 'absent', 'absent', 'absent', 'correct'], ['correct', 'absent', 'absent', 'absent', 'correct'], ['correct', 'correct', 'absent', 'absent', 'correct'], ['correct', 'absent', 'absent', 'absent', 'correct'], ['correct', 'absent', 'absent', 'correct', 'correct'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
banns,"['kraut', 'spina', 'yawns', 'damns', 'banns']","[['absent', 'absent', 'present', 'absent', 'absent'], ['present', 'absent', 'absent', 'correct', 'present'], ['absent', 'correct', 'absent', 'correct', 'correct'], ['absent', 'correct', 'absent', 'correct', 'correct'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
waver,"['devil', 'roves', 'paver', 'waver']","[['absent', 'present', 'correct', 'absent', 'absent'], ['present', 'absent', 'correct', 'correct', 'absent'], ['absent', 'correct', 'correct', 'correct', 'correct'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
ideal,"['dowdy', 'outer', 'ninny', 'class', 'bawdy', 'grate']","[['present', 'absent', 'absent', 'absent', 'absent'], ['absent', 'absent', 'absent', 'present', 'absent'], ['absent', 'present', 'absent', 'absent', 'absent'], ['absent', 'present', 'present', 'absent', 'absent'], ['absent', 'present', 'absent', 'present', 'absent'], ['absent', 'absent', 'present', 'absent', 'present']]"
chimp,"['laver', 'topic', 'chimp']","[['absent', 'absent', 'absent', 'absent', 'absent'], ['absent', 'absent', 'present', 'present', 'present'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
nooky,"['newel', 'nards', 'nitty', 'nobby', 'nooky']","[['correct', 'absent', 'absent', 'absent', 'absent'], ['correct', 'absent', 'absent', 'absent', 'absent'], ['correct', 'absent', 'absent', 'absent', 'correct'], ['correct', 'correct', 'absent', 'absent', 'correct'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
tilts,"['diddy', 'biter', 'wilts', 'jilts', 'silts', 'gilts']","[['absent', 'correct', 'absent', 'absent', 'absent'], ['absent', 'correct', 'present', 'absent', 'absent'], ['absent', 'correct', 'correct', 'correct', 'correct'], ['absent', 'correct', 'correct', 'correct', 'correct'], ['absent', 'correct', 'correct', 'correct', 'correct'], ['absent', 'correct', 'correct', 'correct', 'correct']]"
depot,"['wafer', 'quite', 'veldt', 'depot']","[['absent', 'absent', 'absent', 'present', 'absent'], ['absent', 'absent', 'absent', 'present', 'present'], ['absent', 'correct', 'absent', 'present', 'correct'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
wassa,"['salts', 'bassi', 'passe', 'gassy', 'wassa']","[['present', 'correct', 'absent', 'absent', 'present'], ['absent', 'correct', 'correct', 'correct', 'absent'], ['absent', 'correct', 'correct', 'correct', 'absent'], ['absent', 'correct', 'correct', 'correct', 'absent'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
lungs,"['spill', 'damps', 'outer', 'belly', 'bawdy', 'favor']","[['present', 'absent', 'absent', 'present', 'absent'], ['absent', 'absent', 'absent', 'absent', 'correct'], ['absent', 'correct', 'absent', 'absent', 'absent'], ['absent', 'absent', 'present', 'absent', 'absent'], ['absent', 'absent', 'absent', 'absent', 'absent'], ['absent', 'absent', 'absent', 'absent', 'absent']]"
waves,"['jeeps', 'damps', 'frown', 'sways', 'bawdy', 'favor']","[['absent', 'present', 'absent', 'absent', 'correct'], ['absent', 'correct', 'absent', 'absent', 'correct'], ['absent', 'absent', 'absent', 'present', 'absent'], ['absent', 'present', 'present', 'absent', 'correct'], ['absent', 'correct', 'present', 'absent', 'absent'], ['absent', 'correct', 'correct', 'absent', 'absent']]"
major,"['adore', 'moray', 'major']","[['present', 'absent', 'present', 'present', 'absent'], ['correct', 'present', 'present', 'present', 'absent'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
rawer,"['coops', 'there', 'agave', 'filer', 'nabla', 'quark']","[['absent', 'absent', 'absent', 'absent', 'absent'], ['absent', 'absent', 'present', 'present', 'absent'], ['present', 'absent', 'absent', 'absent', 'present'], ['absent', 'absent', 'absent', 'correct', 'correct'], ['absent', 'correct', 'absent', 'absent', 'absent'], ['absent', 'absent', 'present', 'present', 'absent']]"
hates,"['elans', 'gazes', 'rates', 'pates', 'bates', 'mates']","[['present', 'absent', 'present', 'absent', 'correct'], ['absent', 'correct', 'absent', 'correct', 'correct'], ['absent', 'correct', 'correct', 'correct', 'correct'], ['absent', 'correct', 'correct', 'correct', 'correct'], ['absent', 'correct', 'correct', 'correct', 'correct'], ['absent', 'correct', 'correct', 'correct', 'correct']]"
ogler,"['gists', 'fogey', 'ogler']","[['present', 'absent', 'absent', 'absent', 'absent'], ['absent', 'present', 'present', 'correct', 'absent'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
dolce,"['morph', 'boost', 'wooly', 'donna', 'codas', 'boozy']","[['absent', 'correct', 'absent', 'absent', 'absent'], ['absent', 'correct', 'absent', 'absent', 'absent'], ['absent', 'correct', 'absent', 'present', 'absent'], ['correct', 'correct', 'absent', 'absent', 'absent'], ['present', 'correct', 'present', 'absent', 'absent'], ['absent', 'correct', 'absent', 'absent', 'absent']]"
ambit,"['quash', 'extra', 'float', 'taint', 'ambit']","[['absent', 'absent', 'present', 'absent', 'absent'], ['absent', 'absent', 'present', 'absent', 'present'], ['absent', 'absent', 'absent', 'present', 'correct'], ['absent', 'present', 'present', 'absent', 'correct'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
runes,"['klieg', 'outer', 'cured', 'rumen', 'runes']","[['absent', 'absent', 'absent', 'correct', 'absent'], ['absent', 'correct', 'absent', 'correct', 'present'], ['absent', 'correct', 'present', 'correct', 'absent'], ['correct', 'correct', 'absent', 'correct', 'present'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
guard,"['claws', 'quake', 'guano', 'guava', 'guard']","[['absent', 'absent', 'correct', 'absent', 'absent'], ['absent', 'correct', 'correct', 'absent', 'absent'], ['correct', 'correct', 'correct', 'absent', 'absent'], ['correct', 'correct', 'correct', 'absent', 'absent'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
toffs,"['dilly', 'frown', 'boffo', 'softs', 'sofas', 'poufs']","[['absent', 'absent', 'absent', 'absent', 'absent'], ['present', 'absent', 'present', 'absent', 'absent'], ['absent', 'correct', 'correct', 'correct', 'absent'], ['absent', 'correct', 'correct', 'present', 'correct'], ['absent', 'correct', 'correct', 'absent', 'correct'], ['absent', 'correct', 'absent', 'correct', 'correct']]"
runts,"['first', 'store', 'trans', 'runts']","[['absent', 'absent', 'present', 'present', 'present'], ['present', 'present', 'absent', 'present', 'absent'], ['present', 'present', 'absent', 'present', 'correct'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
